process_id,detail_id,master_desc,remark
008YZ006,E22500199,Entity,NEMST-2002ILV
008YZ006,E23000103,Entity,
008YZ006,E24100101,SP Entity,
008YZ006,E24300199,Entity,SAW TYPE
008YZ006,O20700198,Lot Size,15000
008YZ006,R20100698,Entity Code,C
008YZ006,R22500198,PTN no,009
008YZ006,R23300398,PTN no,06
008YZ006,R24250398,PTN no,09
008YZ006,R24720298,PTN no,09
008YZ006,S20400102,Support Entity,
008YZ006,S20400102,Support Entity,
009YZ001,E20700199,Entity,ESEC 2100FC
009YZ001,E20700199,Entity,ESEC 2100FC
009YZ001,E20700199,Entity,ESEC 2100FC
009YZ001,E22500199,Entity,NEMST-2002ILV
009YZ001,E23000103,Entity,
009YZ001,E24100101,SP Entity,
009YZ001,E24300199,Entity,SAW TYPE
009YZ001,O20700198,Lot Size,15000
009YZ001,R20100698,Entity Code,C
009YZ001,R22500198,PTN no,009
009YZ001,R23300398,PTN no,06
009YZ001,R24250398,PTN no,09
009YZ001,R24720298,PTN no,09
009YZ001,S20400102,Support Entity,
009YZ001,S20400102,Support Entity,
010YK024,E20700199,Entity,ESEC-2100
010YK024,E20700199,Entity,ESEC-2100
010YK024,E20700199,Entity,ESEC-2100
010YK024,E21500199,Entity,NEMST-2002ILV
010YK024,E22000298,Entity (KNS),Ultra
010YK024,E22500199,Entity,NEMST-2002ILV
010YK024,O20700198,Lot Size,24000
010YK024,R20100698,Entity Code,Y
010YK024,R20800698,PTN No,07
010YK024,R21500198,PTN no,04
010YK024,R22500198,PTN no,013
010YK024,R23300398,PTN no,04
010YK024,R24250398,PTN no,08
010YK024,R24720298,PTN no,09
010YK024,S20400102,Support Entity,
010YK024,S20400102,Support Entity,
010YK024,S22000102,Support Entity,
010YK024,S22000103,Support Entity,SU-25090-405F15
010YK025,E20700199,Entity,ESEC-2100
010YK025,E20700199,Entity,ESEC-2100
010YK025,E20700199,Entity,ESEC-2100
010YK025,E21500199,Entity,NEMST-2002ILV
010YK025,E22000298,Entity (KNS),Ultra; Maxum Plus
010YK025,E22500199,Entity,NEMST-2002ILV
010YK025,O20700198,Lot Size,11500
010YK025,R20100698,Entity Code,Y
010YK025,R20800698,PTN No,07
010YK025,R21500198,PTN no,04
010YK025,R22500198,PTN no,013
010YK025,R23300398,PTN no,04
010YK025,R24250398,PTN no,08
010YK025,R24720298,PTN no,09
010YK025,S20400102,Support Entity,
010YK025,S20400102,Support Entity,
010YK025,S22000102,Support Entity,
010YK025,S22000103,Support Entity,SU-25090-405F15
010YK026,E20700199,Entity,ESEC-2100
010YK026,E20700199,Entity,ESEC-2100
010YK026,E20700199,Entity,ESEC-2100
010YK026,E21500199,Entity,NEMST-2002ILV
010YK026,E22000298,Entity (KNS),Ultra; Iconn; Maxum Plus
010YK026,E22500199,Entity,NEMST-2002ILV
010YK026,O20700198,Lot Size,11500
010YK026,R20100698,Entity Code,Y
010YK026,R20800698,PTN No,07
010YK026,R21500198,PTN no,04
010YK026,R22500198,PTN no,013
010YK026,R23300398,PTN no,04
010YK026,R24250398,PTN no,08
010YK026,R24720298,PTN no,09
010YK026,S20400102,Support Entity,
010YK026,S20400102,Support Entity,
010YK026,S22000102,Support Entity,
010YK026,S22000103,Support Entity,SU-25090-405F15
010YK031,E20700199,Entity,ESEC-2100
010YK031,E20700199,Entity,ESEC-2100
010YK031,E20700199,Entity,ESEC-2100
010YK031,E21500199,Entity,NEMST-2002ILV
010YK031,E22000298,Entity (KNS),Ultra; Maxum Plus
010YK031,E22500199,Entity,NEMST-2002ILV
010YK031,O20700198,Lot Size,23000
010YK031,R20100698,Entity Code,Y
010YK031,R20800698,PTN No,07
010YK031,R21500198,PTN no,04
010YK031,R22500198,PTN no,013
010YK031,R23300398,PTN no,04
010YK031,R24250398,PTN no,08
010YK031,R24720298,PTN no,09
010YK031,S20400102,Support Entity,
010YK031,S20400102,Support Entity,
010YK031,S22000102,Support Entity,
010YK031,S22000103,Support Entity,SU-25090-405F15
012Y1002,E21500199,Entity,NEMST-2002ILV
012Y1002,E22000298,Entity (KNS),Ultra
012Y1002,E22500199,Entity,NEMST-2002ILV
012Y1002,O20700198,Lot Size,15960
012Y1002,R20100698,Entity Code,Y
012Y1002,R20800698,PTN No,07
012Y1002,R21500198,PTN no,04
012Y1002,R22500198,PTN no,013
012Y1002,R23300398,PTN no,04
012Y1002,R24250398,PTN no,08
012Y1002,R24720298,PTN no,09
012Y1002,S20400102,Support Entity,
012Y1002,S20400102,Support Entity,
012Y1002,S22000102,Support Entity,
012Y1002,S22000103,Support Entity,FG10A-CD3513-05A
012Y3001,E20700199,Entity,ESEC 2100FC
012Y3001,E20700199,Entity,ESEC 2100FC
012Y3001,E20700199,Entity,ESEC 2100FC
012Y3001,E22500199,Entity,NEMST-2002ILV
012Y3001,O20700198,Lot Size,17400
012Y3001,R20100698,Entity Code,C
012Y3001,R22500198,PTN no,009
012Y3001,R23300398,PTN no,04
012Y3001,R24250398,PTN no,09
012Y3001,R24720298,PTN no,09
012Y3001,S20400102,Support Entity,
012Y3001,S20400102,Support Entity,
012Y3002,E20700199,Entity,ESEC 2100FC
012Y3002,E20700199,Entity,ESEC 2100FC
012Y3002,E20700199,Entity,ESEC 2100FC
012Y3002,E22500199,Entity,NEMST-2002ILV
012Y3002,O20700198,Lot Size,17400
012Y3002,R20100698,Entity Code,C
012Y3002,R22500198,PTN no,009
012Y3002,R23300398,PTN no,04
012Y3002,R24250398,PTN no,09
012Y3002,R24720298,PTN no,09
012Y3002,S20400102,Support Entity,
012Y3002,S20400102,Support Entity,
014OA002,E20700199,Entity,ESEC 2100FC
014OA002,E20700199,Entity,ESEC 2100FC
014OA002,E20700199,Entity,ESEC 2100FC
014OA002,E22500199,Entity,NEMST-2002ILV
014OA002,O20700198,Lot Size,14500
014OA002,R20100698,Entity Code,C
014OA002,R22500198,PTN no,009
014OA002,R23300398,PTN no,04
014OA002,R24250398,PTN no,09
014OA002,R24720298,PTN no,09
014OA002,S20400102,Support Entity,
014OA002,S20400102,Support Entity,
014OL001,E20700199,Entity,ESEC 2100FC
014OL001,E20700199,Entity,ESEC 2100FC
014OL001,E20700199,Entity,ESEC 2100FC
014OL001,E22500199,Entity,NEMST-2002ILV
014OL001,O20700198,Lot Size,14000
014OL001,R20100698,Entity Code,C
014OL001,R22500198,PTN no,009
014OL001,R23300398,PTN no,04
014OL001,R24250398,PTN no,09
014OL001,R24720298,PTN no,09
014OL001,S20400102,Support Entity,
014OL001,S20400102,Support Entity,
016D5012,E20700199,Entity,DB-800; DB-700
016D5012,E20700199,Entity,DB-800; DB-700
016D5012,E20700199,Entity,DB-800; DB-700
016D5012,E21300199,Entity,DB-800; DB-700
016D5012,E22000199,Entity,SHINKAWA UTC-1000/S/2000/S
016D5012,E22000199,Entity,SHINKAWA UTC-1000/S/2000/S
016D5012,E22500199,Entity,Tepla
016D5012,E23300101,Entity,
016D5012,E23300101,Entity,
016D5012,O20700198,Lot Size,1280
016D5012,R20100698,Entity Code,L
016D5012,R20510198,PTN No,15
016D5012,R20800698,PTN No,03
016D5012,R21500198,PTN no,02
016D5012,R22500198,PTN no,02
016D5012,R23300398,PTN no,04
016D5012,S20400199,Support Entity,Dual
016D5012,S20400199,Support Entity,Dual
016D5012,S22000101,Support Entity,SI-25063-315F
016D5012,S22000102,Support Entity,
016D5012,S22000103,Support Entity,SI-25063-315F
016D5015ENG,E20700199,Entity,DB-800; DB-830
016D5015ENG,E20700199,Entity,DB-800; DB-830
016D5015ENG,E20700199,Entity,DB-800; DB-830
016D5015ENG,E21300199,Entity,DB-800; DB-830
016D5015ENG,E22000199,Entity,SHINKAWA UTC-2000/2000S
016D5015ENG,E22000199,Entity,SHINKAWA UTC-2000/2000S
016D5015ENG,E22500199,Entity,Tepla
016D5015ENG,E23300101,Entity,
016D5015ENG,E23300101,Entity,
016D5015ENG,O20700198,Lot Size,1280
016D5015ENG,R20510198,PTN No,15
016D5015ENG,R20800698,PTN No,03
016D5015ENG,R21500198,PTN no,02
016D5015ENG,R22500198,PTN no,02
016D5015ENG,R23300398,PTN no,04
016D5015ENG,S20400102,Support Entity,
016D5015ENG,S20400102,Support Entity,
016D5015ENG,S22000101,Support Entity,SI-25063-315F
016D5015ENG,S22000102,Support Entity,
016D5015ENG,S22000103,Support Entity,SI-25063-315F
016D5016ENG,E20700199,Entity,DB-800; DB-830
016D5016ENG,E20700199,Entity,DB-800; DB-830
016D5016ENG,E20700199,Entity,DB-800; DB-830
016D5016ENG,E21300199,Entity,DB-800; DB-830
016D5016ENG,E22000199,Entity,SHINKAWA UTC-2000/2000S
016D5016ENG,E22000199,Entity,SHINKAWA UTC-2000/2000S
016D5016ENG,E22500199,Entity,Tepla
016D5016ENG,E23300101,Entity,
016D5016ENG,E23300101,Entity,
016D5016ENG,O20700198,Lot Size,1280
016D5016ENG,R20100698,Entity Code,L
016D5016ENG,R20510198,PTN No,15
016D5016ENG,R20800698,PTN No,03
016D5016ENG,R21500198,PTN no,02
016D5016ENG,R22500198,PTN no,02
016D5016ENG,R23300398,PTN no,04
016D5016ENG,S20400102,Support Entity,
016D5016ENG,S20400102,Support Entity,
016D5016ENG,S22000101,Support Entity,SI-25063-315F
016D5016ENG,S22000102,Support Entity,
016D5016ENG,S22000103,Support Entity,SI-25063-315F
016D5017ENG,E20700199,Entity,DB-800; DB-830
016D5017ENG,E20700199,Entity,DB-800; DB-830
016D5017ENG,E20700199,Entity,DB-800; DB-830
016D5017ENG,E21300199,Entity,DB-800; DB-830
016D5017ENG,E22000199,Entity,SHINKAWA UTC-2000/2000S
016D5017ENG,E22000199,Entity,SHINKAWA UTC-2000/2000S
016D5017ENG,E22250198,Entity,QMO-2
016D5017ENG,E22500199,Entity,Tepla
016D5017ENG,E23300101,Entity,
016D5017ENG,E23300101,Entity,
016D5017ENG,O20700198,Lot Size,1280
016D5017ENG,R20100698,Entity Code,C
016D5017ENG,R20510198,PTN No,15
016D5017ENG,R20800698,PTN No,03
016D5017ENG,R21500198,PTN no,02
016D5017ENG,R22250198,PTN No,05
016D5017ENG,R22500198,PTN no,02
016D5017ENG,R23300398,PTN no,04
016D5017ENG,S20400102,Support Entity,
016D5017ENG,S20400102,Support Entity,
016D5017ENG,S22000101,Support Entity,SI-25063-315F
016D5017ENG,S22000102,Support Entity,
016D5017ENG,S22000103,Support Entity,SI-25063-315F
016D5E001,E20700199,Entity,DB-800; DB-700; DB-830
016D5E001,E20700199,Entity,DB-800; DB-700; DB-830
016D5E001,E20700199,Entity,DB-800; DB-700; DB-830
016D5E001,E21300199,Entity,DB-800; DB-700; DB-830
016D5E001,E22000199,Entity,SHINKAWA UTC-2000/2000S
016D5E001,E22000199,Entity,SHINKAWA UTC-2000/2000S
016D5E001,E22000298,Entity (KNS),Ultra; Iconn; Maxum base; Maxum Plus
016D5E001,E22500199,Entity,TEPLA
016D5E001,O20700198,Lot Size,1280
016D5E001,R20100698,Entity Code,Y
016D5E001,R20510198,PTN No,15
016D5E001,R21400198,PTN no,66
016D5E001,R21400198,PTN no,66
016D5E001,R21500198,PTN no,07
016D5E001,R22250198,PTN No,05
016D5E001,R22500198,PTN no,02
016D5E001,R23300398,PTN no,04
016D5E001,S20400102,Support Entity,
016D5E001,S20400102,Support Entity,
016D5E001,S22000101,Support Entity,SI-25063-315F
016D5E001,S22000102,Support Entity,
016D5E001,S22000103,Support Entity,SI-25063-315F
016OF001,E20700199,Entity,ESEC 2100FC
016OF001,E20700199,Entity,ESEC 2100FC
016OF001,E20700199,Entity,ESEC 2100FC
016OF001,E22500199,Entity,NEMST-2002ILV
016OF001,O20700198,Lot Size,11760
016OF001,R20100698,Entity Code,C
016OF001,R22500198,PTN no,009
016OF001,R23300398,PTN no,04
016OF001,R24250398,PTN no,09
016OF001,R24720298,PTN no,09
016OF001,S20400102,Support Entity,
016OF001,S20400102,Support Entity,
016OF002,E20700199,Entity,ESEC 2100FC
016OF002,E20700199,Entity,ESEC 2100FC
016OF002,E20700199,Entity,ESEC 2100FC
016OF002,E22500199,Entity,NEMST-2002ILV
016OF002,O20700198,Lot Size,11760
016OF002,R20100698,Entity Code,C
016OF002,R22500198,PTN no,009
016OF002,R23300398,PTN no,04
016OF002,R24250398,PTN no,09
016OF002,R24720298,PTN no,09
016OF002,S20400102,Support Entity,
016OF002,S20400102,Support Entity,
016OF003,E20700199,Entity,ESEC 2100FC
016OF003,E20700199,Entity,ESEC 2100FC
016OF003,E20700199,Entity,ESEC 2100FC
016OF003,E22500199,Entity,NEMST-2002ILV
016OF003,O20700198,Lot Size,11760
016OF003,R20100698,Entity Code,C
016OF003,R22500198,PTN no,009
016OF003,R23300398,PTN no,04
016OF003,R24250398,PTN no,09
016OF003,R24720298,PTN no,09
016OF003,S20400102,Support Entity,
016OF003,S20400102,Support Entity,
016OF004,E20700199,Entity,ESEC 2100FC
016OF004,E20700199,Entity,ESEC 2100FC
016OF004,E20700199,Entity,ESEC 2100FC
016OF004,E22500199,Entity,NEMST-2002ILV
016OF004,O20700198,Lot Size,11760
016OF004,R20100698,Entity Code,C
016OF004,R22500198,PTN no,009
016OF004,R23300398,PTN no,04
016OF004,R24250398,PTN no,09
016OF004,R24720298,PTN no,09
016OF004,S20400102,Support Entity,
016OF004,S20400102,Support Entity,
020YU001,E22500199,Entity,NEMST-2002ILV
020YU001,O20700198,Lot Size,17280
020YU001,R20100698,Entity Code,C
020YU001,R20800698,PTN No,01
020YU001,R21500198,PTN no,04
020YU001,R22500198,PTN no,013
020YU001,R23300398,PTN no,06
020YU001,R24250398,PTN no,08
020YU001,R24720298,PTN no,09
020YU001,S20400102,Support Entity,
020YU001,S20400102,Support Entity,
020YU001,S22000102,Support Entity,
020YU001,S22000103,Support Entity,SU-25090-405F15
020YU002,E22500199,Entity,NEMST-2002ILV
020YU002,O20700198,Lot Size,17280
020YU002,R20100698,Entity Code,C
020YU002,R20800698,PTN No,01
020YU002,R21500198,PTN no,04
020YU002,R22500198,PTN no,013
020YU002,R23300398,PTN no,06
020YU002,R24250398,PTN no,08
020YU002,R24720298,PTN no,09
020YU002,S20400102,Support Entity,
020YU002,S20400102,Support Entity,
020YU002,S22000102,Support Entity,
020YU002,S22000103,Support Entity,SU-25090-405F15
020YU006,E20700199,Entity,ESEC 2100
020YU006,E20700199,Entity,ESEC 2100
020YU006,E20700199,Entity,ESEC 2100
020YU006,E21500199,Entity,NEMST-2002ILV
020YU006,E22500199,Entity,NEMST-2002ILV
020YU006,O20700198,Lot Size,17280
020YU006,R20100698,Entity Code,C
020YU006,R20800698,PTN No,01
020YU006,R21500198,PTN no,04
020YU006,R22500198,PTN no,013
020YU006,R23300398,PTN no,06
020YU006,R24250398,PTN no,08
020YU006,R24720298,PTN no,09
020YU006,S20400102,Support Entity,
020YU006,S20400102,Support Entity,
020YU006,S22000102,Support Entity,
020YU006,S22000103,Support Entity,SU-25090-405F15
0225H003,E20700199,Entity,ESEC-2100; DB-800; DB-700; DB-830
0225H003,E20700199,Entity,ESEC-2100; DB-800; DB-700; DB-830
0225H003,E20700199,Entity,ESEC-2100; DB-800; DB-700; DB-830
0225H003,E21500199,Entity,E&R
0225H003,E22000199,Entity,SHINKAWA UTC-3000
0225H003,E22000199,Entity,SHINKAWA UTC-3000
0225H003,E22000298,Entity (KNS),Iconn;Iconn Plus;RAPID
0225H003,E22500102,Entity,
0225H003,O20700198,Lot Size,2640
0225H003,R20100698,Entity Code,Y
0225H003,R20800698,PTN No,66
0225H003,R21500198,PTN no,05
0225H003,R22500198,PTN no,02
0225H003,R23300398,PTN no,04
0225H003,S20400102,Support Entity,
0225H003,S20400102,Support Entity,
0225H003,S22000101,Support Entity,SI-20090-293E
0225H003,S22000102,Support Entity,
0225H003,S22000103,Support Entity,SI-23066-283F12
0225H003,S23000102,Support Entity,1241E0KNA0
0225H003,S23000102,Support Entity,1241E0KNA0
0225H003,S23000102,Support Entity,1241E0KNA0
0225N003,E20700199,Entity,DB-800; DB-700; DB-830
0225N003,E20700199,Entity,DB-800; DB-700; DB-830
0225N003,E20700199,Entity,DB-800; DB-700; DB-830
0225N003,E21500199,Entity,E&R
0225N003,E22000298,Entity (KNS),Iconn
0225N003,E22500199,Entity,Tepla
0225N003,E23300101,Entity,
0225N003,E23300101,Entity,
0225N003,O20700198,Lot Size,2880
0225N003,R20100698,Entity Code,Y
0225N003,R20510198,PTN No,15
0225N003,R20800698,PTN No,66
0225N003,R21500198,PTN no,05
0225N003,R22500198,PTN no,02
0225N003,R23300398,PTN no,04
0225N003,R60350198,PTN No,15
0225N003,S20400199,Support Entity,Dual
0225N003,S20400199,Support Entity,Dual
0225N003,S22000102,Support Entity,
0225N003,S22000103,Support Entity,SI-23066-283F12
0225N003,S23000101,Support Entity,
0225N003,S23000101,Support Entity,
0225N003,S23000101,Support Entity,
0225N003,S23000102,Support Entity,1241E0KN14
0225N003,S23000102,Support Entity,1241E0KN14
0225N003,S23000102,Support Entity,1241E0KN14
0225N004,E20700199,Entity,ESEC-2100; DB-800; DB-700; DB-830
0225N004,E20700199,Entity,ESEC-2100; DB-800; DB-700; DB-830
0225N004,E20700199,Entity,ESEC-2100; DB-800; DB-700; DB-830
0225N004,E21500199,Entity,E&R
0225N004,E22000298,Entity (KNS),Iconn
0225N004,E22500199,Entity,Tepla
0225N004,E23300101,Entity,
0225N004,E23300101,Entity,
0225N004,O20700198,Lot Size,2880
0225N004,R20100698,Entity Code,Y
0225N004,R20800698,PTN No,66
0225N004,R21500198,PTN no,05
0225N004,R22500198,PTN no,02
0225N004,R23300398,PTN no,04
0225N004,S20400199,Support Entity,Dual
0225N004,S20400199,Support Entity,Dual
0225N004,S22000102,Support Entity,
0225N004,S22000103,Support Entity,SI-23066-283F12
0225N004,S23000101,Support Entity,
0225N004,S23000101,Support Entity,
0225N004,S23000101,Support Entity,
0225N004,S23000102,Support Entity,1241E0KN14
0225N004,S23000102,Support Entity,1241E0KN14
0225N004,S23000102,Support Entity,1241E0KN14
0225N007,E20700199,Entity,ESEC-2100; DB-800; DB-700; DB-830
0225N007,E20700199,Entity,ESEC-2100; DB-800; DB-700; DB-830
0225N007,E20700199,Entity,ESEC-2100; DB-800; DB-700; DB-830
0225N007,E22000298,Entity (KNS),RAPID
0225N007,E22500102,Entity,
0225N007,O20700198,Lot Size,2880
0225N007,R20100698,Entity Code,Y
0225N007,R20800698,PTN No,66
0225N007,R21500198,PTN no,05
0225N007,R22500198,PTN no,02
0225N007,R23300398,PTN no,04
0225N007,S20400102,Support Entity,
0225N007,S20400102,Support Entity,
0225N007,S22000102,Support Entity,
0225N007,S22000103,Support Entity,SU-22061-263E12
0225N007,S23000102,Support Entity,1241E0KN14
0225N007,S23000102,Support Entity,1241E0KN14
0225N007,S23000102,Support Entity,1241E0KN14
0225S001,E20700199,Entity,ESEC-2100; DB-800; DB-700; DB-830
0225S001,E20700199,Entity,ESEC-2100; DB-800; DB-700; DB-830
0225S001,E20700199,Entity,ESEC-2100; DB-800; DB-700; DB-830
0225S001,E21500199,Entity,E&R
0225S001,E22000298,Entity (KNS),Iconn
0225S001,E22500199,Entity,Tepla-400/660
0225S001,E23300101,Entity,
0225S001,E23300101,Entity,
0225S001,O20700198,Lot Size,2240
0225S001,R20100698,Entity Code,Y
0225S001,R20800698,PTN No,66
0225S001,R21500198,PTN no,05
0225S001,R22500198,PTN no,02
0225S001,R23300398,PTN no,04
0225S001,S20400102,Support Entity,
0225S001,S20400102,Support Entity,
0225S001,S22000102,Support Entity,
0225S001,S22000103,Support Entity,SI-23066-283F12
0225S001,S23000101,Support Entity,
0225S001,S23000101,Support Entity,
0225S001,S23000101,Support Entity,
0225S001,S23000102,Support Entity,1241E0KN14
0225S001,S23000102,Support Entity,1241E0KN14
0225S001,S23000102,Support Entity,1241E0KN14
0242D007,E20700199,Entity,ESEC 2100/DB-800/DB-700
0242D007,E20700199,Entity,ESEC 2100/DB-800/DB-700
0242D007,E20700199,Entity,ESEC 2100/DB-800/DB-700
0242D007,E21500199,Entity,E&R
0242D007,E22000199,Entity,SHINKAWA UTC-3000
0242D007,E22000199,Entity,SHINKAWA UTC-3000
0242D007,E22000298,Entity (KNS),Rapid;ICONN plus;ICONN
0242D007,E22500199,Entity,Tepla
0242D007,E23300101,Entity,
0242D007,E23300101,Entity,
0242D007,O20700198,Lot Size,2640
0242D007,R20100698,Entity Code,Y
0242D007,R20510198,PTN No,15
0242D007,R20800698,PTN No,63
0242D007,R21500198,PTN no,05
0242D007,R22500198,PTN no,02
0242D007,R23300398,PTN no,04
0242D007,R60350198,PTN No,15
0242D007,R60450198,PTN No,15
0242D007,S20400102,Support Entity,
0242D007,S20400102,Support Entity,
0242D007,S22000101,Support Entity,SI-20090-293E
0242D007,S22000102,Support Entity,
0242D007,S22000103,Support Entity,SI-23066-283F12
0242D007,S23000101,Support Entity,
0242D007,S23000101,Support Entity,
0242D007,S23000101,Support Entity,
0242D007,S23000102,Support Entity,1241E0KNA0
0242D007,S23000102,Support Entity,1241E0KNA0
0242D007,S23000102,Support Entity,1241E0KNA0
024MA031,E20700199,Entity,DB-700
024MA031,E20700199,Entity,DB-700
024MA031,E20700199,Entity,DB-700
024MA031,E20800101,Entity,
024MA031,E21500199,Entity,E&R
024MA031,E22000199,Entity,SHINKAWA UTC-1000/S/2000/S;KNS
024MA031,E22000199,Entity,SHINKAWA UTC-1000/S/2000/S;KNS
024MA031,E22500199,Entity,Tepla
024MA031,E23000103,Entity,
024MA031,E23300101,Entity,
024MA031,E23300101,Entity,
024MA031,E24050198,Entity,Tepla
024MA031,O20700198,Lot Size,8640
024MA031,R20100698,Entity Code,Y
024MA031,R20800698,PTN No,07
024MA031,R21500198,PTN no,05
024MA031,R22500198,PTN no,02
024MA031,R23300398,PTN no,06
024MA031,R24050198,PTN no,04
024MA031,S20400102,Support Entity,
024MA031,S20400102,Support Entity,
024MA031,S22000101,Support Entity,QQF882640L0033-CMS
024MA031,S22000102,Support Entity,
024MA031,S22000103,Support Entity,QQF882640L0033-CMS
024MA037,E20700103,Entity,
024MA037,E20700103,Entity,
024MA037,E20700199,Entity,DB-700
024MA037,E20700199,Entity,DB-700
024MA037,E20700199,Entity,DB-700
024MA037,E20800101,Entity,
024MA037,E21500199,Entity,E&R
024MA037,E22000199,Entity,SHINKAWA UTC-1000/S/2000/S
024MA037,E22000199,Entity,SHINKAWA UTC-1000/S/2000/S
024MA037,E22500199,Entity,Tepla
024MA037,E23000103,Entity,
024MA037,E23300101,Entity,
024MA037,E23300101,Entity,
024MA037,E24050198,Entity,Tepla
024MA037,O20700198,Lot Size,8640
024MA037,R20800698,PTN No,07
024MA037,R21500198,PTN no,05
024MA037,R22500198,PTN no,02
024MA037,R23300398,PTN no,04
024MA037,R24050198,PTN no,04
024MA037,S20400102,Support Entity,
024MA037,S20400102,Support Entity,
024MA037,S22000101,Support Entity,QQF882640L0033-CMS
024MA037,S22000102,Support Entity,
024MA043,E20700103,Entity,
024MA043,E20700103,Entity,
024MA043,E20700199,Entity,DB-700
024MA043,E20700199,Entity,DB-700
024MA043,E20700199,Entity,DB-700
024MA043,E20800101,Entity,
024MA043,E21500199,Entity,E&R
024MA043,E22500199,Entity,Tepla
024MA043,E23000103,Entity,
024MA043,E23300101,Entity,
024MA043,E23300101,Entity,
024MA043,E24050198,Entity,Tepla
024MA043,O20700198,Lot Size,8640
024MA043,R20800698,PTN No,07
024MA043,R21500198,PTN no,05
024MA043,R22500198,PTN no,02
024MA043,R23300398,PTN no,04
024MA043,R24050198,PTN no,04
024MA043,S20400102,Support Entity,
024MA043,S20400102,Support Entity,
024MA043,S22000101,Support Entity,1851-10-437P40
024MA043,S22000102,Support Entity,
024MA043,S22000103,Support Entity,1851-10-437P40
024MA050,E20700103,Entity,
024MA050,E20700103,Entity,
024MA050,E20700199,Entity,DB-700
024MA050,E20700199,Entity,DB-700
024MA050,E20700199,Entity,DB-700
024MA050,E20800101,Entity,
024MA050,E21500199,Entity,E&R
024MA050,E22000199,Entity,SHINKAWA UTC-1000/S/2000/S
024MA050,E22000199,Entity,SHINKAWA UTC-1000/S/2000/S
024MA050,E22500199,Entity,Tepla
024MA050,E23000103,Entity,
024MA050,E23300101,Entity,
024MA050,E23300101,Entity,
024MA050,E24050198,Entity,Tepla
024MA050,O20700198,Lot Size,8640
024MA050,R20800698,PTN No,07
024MA050,R21500198,PTN no,05
024MA050,R22500198,PTN no,02
024MA050,R23300398,PTN no,04
024MA050,R24050198,PTN no,04
024MA050,S20400102,Support Entity,
024MA050,S20400102,Support Entity,
024MA050,S22000101,Support Entity,1851-10-437P40
024MA050,S22000102,Support Entity,
024MA057,E20700103,Entity,
024MA057,E20700103,Entity,
024MA057,E20700199,Entity,DB-700
024MA057,E20700199,Entity,DB-700
024MA057,E20700199,Entity,DB-700
024MA057,E20800101,Entity,
024MA057,E21500199,Entity,E&R
024MA057,E22000199,Entity,SHINKAWA UTC-1000/S/2000/S
024MA057,E22000199,Entity,SHINKAWA UTC-1000/S/2000/S
024MA057,E22500199,Entity,Tepla
024MA057,E23000103,Entity,
024MA057,E23300101,Entity,
024MA057,E23300101,Entity,
024MA057,E24050198,Entity,Tepla
024MA057,O20700198,Lot Size,8640
024MA057,R20800698,PTN No,07
024MA057,R21500198,PTN no,05
024MA057,R22500198,PTN no,02
024MA057,R23300398,PTN no,04
024MA057,R24050198,PTN no,04
024MA057,S20400102,Support Entity,
024MA057,S20400102,Support Entity,
024MA057,S22000101,Support Entity,QQF882640L0033-CMS
024MA057,S22000102,Support Entity,
024MA060,E20700199,Entity,ESEC 2100/ DB-700/ DB-800
024MA060,E20700199,Entity,ESEC 2100/ DB-700/ DB-800
024MA060,E20700199,Entity,ESEC 2100/ DB-700/ DB-800
024MA060,E20800101,Entity,
024MA060,E21500199,Entity,E&R
024MA060,E22000199,Entity,SHINKAWA UTC-1000/S/2000/S
024MA060,E22000199,Entity,SHINKAWA UTC-1000/S/2000/S
024MA060,E22000298,Entity (KNS),Ultra/Iconn/Maxum base/Maxum Plus
024MA060,E22500199,Entity,Tepla
024MA060,E23000103,Entity,
024MA060,E23300101,Entity,
024MA060,E23300101,Entity,
024MA060,E24050198,Entity,Tepla
024MA060,O20700198,Lot Size,8640
024MA060,R20800698,PTN No,07
024MA060,R21500198,PTN no,05
024MA060,R22500198,PTN no,02
024MA060,R23300398,PTN no,04
024MA060,R24050198,PTN no,04
024MA060,S20400102,Support Entity,
024MA060,S20400102,Support Entity,
024MA060,S22000101,Support Entity,QQF882640L0033-CMS
024MA060,S22000102,Support Entity,
024MA060,S22000103,Support Entity,QQF882640L0033-CMS
024MA061,O20700198,Lot Size,8640
024MA061,R20100698,Entity Code,Y
024MA061,R20800698,PTN No,07
024MA061,R21500198,PTN no,05
024MA061,R22500198,PTN no,02
024MA061,R23300398,PTN no,06
024MA061,R24050198,PTN no,04
024MA061,S20400102,Support Entity,
024MA061,S20400102,Support Entity,
024MA061,S22000101,Support Entity,QQF882640L0033-CMS
024MA061,S22000102,Support Entity,
024MA061,S22000103,Support Entity,QQF882640L0033-CMS
024MA063,O20700198,Lot Size,8640
024MA063,R20100698,Entity Code,Y
024MA063,R20800698,PTN No,07
024MA063,R21500198,PTN no,05
024MA063,R22500198,PTN no,02
024MA063,R23300398,PTN no,06
024MA063,R24050198,PTN no,04
024MA063,S20400102,Support Entity,
024MA063,S20400102,Support Entity,
024MA063,S22000101,Support Entity,QQF882640L0033-CMS
024MA063,S22000102,Support Entity,
024MA063,S22000103,Support Entity,QQF882640L0033-CMS
024MA084,E20700103,Entity,
024MA084,E20700103,Entity,
024MA084,E20700199,Entity,DB-700
024MA084,E20700199,Entity,DB-700
024MA084,E20700199,Entity,DB-700
024MA084,E20800101,Entity,
