cust,pin_pkg,prod_id,bd_id,Location,Original ENT(07:30),Original ENT(11:00),Allocate ENT,Output plan
ChipMOS,DFN-08YQ2A,008YQVG006,ABU008YQ2002A,TB-U,0,0,1,40
ChipMOS,DFN-08YQ2A,008YQVG013,ABU008YQ2006A,TB-U,0,0,1,14
ChipMOS,DFN-08YQ2A,008YQVG014,ABU008YQ2018A,TB-U,0,0,1,12
ChipMOS,QFN-20YU2D,020YUNI024,ANI020YU1005C,TB-R,0,0,2,850
ChipMOS,QFN-36AB1,036ABBW009,ABW036AB1004A,TB-P,0,0,1,200
ChipMOS,TSOP1-48/48M,048TPAW054,AAW048TP1026E,TA,0,0,2,82
ChipMOS,TSOP1-48AM,048TWAB012,AAB048TW2006A,TA,0,0,2,244
ChipMOS,TSOP1-48AM,048TWMS080,AMS048TW1065A,TA,0,0,1,180
ChipMOS,TSOP2-54ME,054TNAB036,AAB054TN1005A,TA,0,0,1,120
ChipMOS,VFBGA90B4L,090NCAB019,AAB090NC4006A,TA,0,0,1,20
DIALOG,QFN-20YU2D,020YUNI024,ANI020YU1005C,TB-I,2.0,1.0,2,0
DIALOG,QFN-20YU2D,020YUNI024,ANI020YU1005C,TB-IP,0,2.0,4,80910
DIALOG,QFN-20YU2D,020YUNI024,ANI020YU1005C,TB-R,7.0,7.0,18,227842
EMC,FPSSLGA28r6V,0282JHQ031,AHQ0282J2006A,TB-I,5.0,5.0,5,0
EMC,FPSSLGA34VBV,0345JHQ001,AHQ0345J1001A,TB-R,0,0,3,13693
EMC,FPSSLGA41FRV,0415LHQ012,AHQ0415L1003B,TB-I,7.0,7.0,7,0
EMC,FPSSLGA41FRV,0415LHQ012,AHQ0415L1003B,TB-R,0,0,3,6585
EMC,FPSTLGA44tBV,0442JHQ015,AHQ0442J3003A,TB-IP,0,0,1,2333
EMC,FPSTLGA44tBV,0442JHQ016,AHQ0442J3003A,TB-I,6.0,4.0,17,110206
EMC,FPSTLGA44tBV,0442JHQ016,AHQ0442J3003A,TB-R,5.0,4.0,6,9319
ENG,DFN-08YQ2A,008YQCME30ENG,AAB008YQ2037A,TB-U,0,0,1,864
ENG,FPSLGA12f6V,0122ICM019ENG,AHQ0122I1001A,TB-I,0,0,1,960
ETRON,FBGA-84UC(2),084UCCD006,ACD084CC2002A,TA,1.0,1.0,1,0
ETRON,TSOP2-54ME,054TNCD017,ACD054TN1001A,TA-2,2.0,2.0,2,0
ETRON,TSOP2-54ME,054TNCD021,ACD054TN1001A,TA-2,2.0,2.0,2,0
EliteMT,DFN-08YQ2A,008YQAS018,AAS008YQ2002B,TB-U,2.0,0,2,0
EliteMT,DFN-08YQ2A,008YQAS021,AAS008YQ2001B,TB-U,2.0,0,2,0
EliteMT,FBGA-84UC,084UCAS104,AAS084CC2011A,TB-U,2.0,1.0,2,0
EliteMT,FBGA-96UEL,096ELAS038,AAS096EL1007A,TB-U,12.0,8.0,12,0
EliteMT,MINIBGA48J3U,048MAAS006,AAS048MAB005A,TB-U,1.0,1.0,1,0
EliteMT,MINIBGA48J3U,048MAAS008,AAS048MAB006A,TB-U,1.0,1.0,1,0
EliteMT,SOP-8G,008FGAS006,AAS008FG1009A,TB-U,6.0,5.0,6,0
EliteMT,SOP-8G,008FGAS020,AAS008FG1013A,TB-U,9.0,7.0,9,0
EliteMT,TSOP1-48/48,048TGAS014,AAS048TG2007A,TB-U,2.0,0,2,0
EliteMT,TSOP1-48/48,048TGAS017,AAS048TG2003A,TB-I,5.0,0,5,0
EliteMT,TSOP1-48/48,048TGAS017,AAS048TG2003A,TB-U,5.0,3.0,5,0
EliteMT,TSOP1-48/48M,048TPAS007,AAS048TP2030A,TB-U,6.0,2.0,6,0
EliteMT,TSOP2-66CME,066TSAS015,AAS066TS1005B,TB-U,14.0,10.0,14,0
Everspin,STDFN-08YD2E,008YDVE002,AVE008YD2001A,TB-U,1.0,0,1,0
Everspin,STDFN-08YD2E,008YDVE004,AVE008YD2002A,TB-U,2.0,0,4,26295
FIDELIX,VFBGA54B4L,054NBGA028,AGA054NB1006A,TB-U,2.0,2.0,2,0
HOSIN,SSBGA153JAU,153XTSS004,ASS153XT3001A,TA-2,0,0,13,29998
HOSIN,SSBGA153JAU,153XTSS007,ASS153XT9006A,TA-2,7.0,3.0,7,0
HOSIN,SSBGA153JAU,153XTSS007,ASS153XT9006A,TA-5,1.0,0,1,0
HOSIN,SSBGA153JAU,153XTSS007,ASS153XT9006A,TA-P,15.0,9.0,15,0
HOSIN,SSBGA153JAU,153XTSS007,ASS153XT9006A,TB-P,6.0,4.0,6,0
HOSIN,SSBGA153JAU,153XTSS007,ASS153XT9006A,TB-U,18.0,12.0,18,0
HOSIN,STBGA153JAU,153XTSS005,ASS153XT3003A,TB-R,13.0,9.0,13,0
ICSI,FBGA-78LEA,078EABU001,ABU078EA1001A,TA,3.0,3.0,3,0
ICSI,FBGA-78LEA,078EABU001,ABU078EA1001A,TA-2,0,0,6,30146
ICSI,FBGA-84UC(2),084UCBU004,ABU084CC2001C,TA-2,1.0,1.0,1,0
ICSI,FBGA-96LEA,096EABU001,ABU096EA1001A,TA,3.0,2.0,3,0
ICSI,FBGA-96LEA,096EABU001,ABU096EA1001A,TA-3,0,0,6,52338
ICSI,FBGA-96UEF,096EFBU001,ABU096EF2001A,TA,4.0,3.0,4,0
ICSI,FBGA-96UEF,096EFBU001,ABU096EF2001A,TA-2,5.0,3.0,11,116678
ICSI,FBGA-96UEF,096EFBU002,ABU096EF2002A,TA,1.0,1.0,3,93121
ICSI,MINIBGA48A1,048MABU002,CU048MA2012A,TA,1.0,1.0,3,15912
ICSI,MINIBGA48J3U,048MABU065,ABU048MA7002A,TA,1.0,1.0,1,0
ICSI,MINIBGA48J3U,048MABU068,ABU048MA7001A,TA,1.0,0,1,0
ICSI,MINIBGA54A4L,054MFBU005,ABU054MF2001B,TA,3.0,3.0,6,15562
ICSI,TSOP1-48/48M,048TPBU013,ABU048TP2003B,TA,1.0,0,1,0
ISSI-VG,DFN-08Y62D,008Y6VG005,ABU008Y62001A,TB-IP,4.0,0,4,11830
ISSI-VG,DFN-08Y62D,008Y6VG005,ABU008Y62001A,TB-U,0,0,11,199680
ISSI-VG,DFN-08YD2A,008YDVG003,ABU008YD2008A,TB-U,0,0,4,203449
ISSI-VG,DFN-08YD2A,008YDVG005,ABU008YD2001A,TB-I,0,0,4,38209
ISSI-VG,DFN-08YD2A,008YDVG005,ABU008YD2001A,TB-P,2.0,0,2,0
ISSI-VG,DFN-08YD2A,008YDVG005,ABU008YD2001A,TB-U,2.0,0,2,0
ISSI-VG,DFN-08YD2A,008YDVG010,ABU008YD2002A,TB-U,1.0,1.0,2,7040
ISSI-VG,DFN-08YM2D,008YMVG003,ABU008YM2002A,TB-IP,0,0,3,112000
ISSI-VG,DFN-08YM2D,008YMVG003,ABU008YM2002A,TB-P,5.0,4.0,8,50851
ISSI-VG,DFN-08YM2D,008YMVG003,ABU008YM2002A,TB-U,1.0,1.0,10,274778
ISSI-VG,MBGA24J4U,024MAVG011,ABU024MA6010A,TA-2,2.0,0,3,17632
ISSI-VG,STBGA24J4U,024XJVG009,ABU024XJ6003A,TA-3,2.0,1.0,3,34707
ISSI-VG,VFBGA63H8L,063NWVG005,ABU063NW1004A,TA,1.0,1.0,1,0
LAPIS,SSLGA16DOU,016D5OK004,AOK016D53002A,TA-P,9.0,7.0,9,0
LAPIS,TSOP1-48A2,048TVOK056,AOK048TV1029A,TA-3,0,0,2,12800
LAPIS,TSOP1-48A2,048TVOK056,AOK048TV1029A,TA-P,6.0,4.0,6,0
MTI,FBGA-78U9,078U9MS017,AMS078C93001B,TB-5P,16.0,13.0,37,256073
MTI,FBGA-78U9,078U9MS017,AMS078C93001B,TB-B,2.0,1.0,2,0
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TA,16.0,21.0,53,207220
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TA-2,0,0,1,4569
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TA-3,4.0,2.0,4,0
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TA-P,2.0,2.0,2,0
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-5B,13.0,9.0,13,31954
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-5P,33.0,35.0,42,75476
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-B,0,1.0,1,8395
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-I,0,0,4,26945
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-IP,0,1.0,3,16645
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-P,0,5.0,13,80797
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-U,0,0,1,3576
MTI,FBGA-78UEP,078EPMS002,AMS078EP1001A,TA-P,3.0,3.0,3,0
MTI,FBGA-78UEP,078EPMS002,AMS078EP1001A,TB-5P,13.0,10.0,13,0
MTI,FBGA-96UEC,096ECMS003,AMS096EC1002A,TA,1.0,0,1,0
MTI,FBGA-96UEC,096ECMS003,AMS096EC1002A,TA-U,1.0,0,1,0
MTI,FBGA-96UEC,096ECMS003,AMS096EC1002A,TB-5P,2.0,2.0,2,0
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TA,0,0,17,156053
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TA-2,3.0,3.0,3,0
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TA-3,2.0,2.0,5,31028
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TA-U,3.0,3.0,3,0
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TB-5B,0,0,3,16770
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TB-5P,0,0,11,82123
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TB-IP,2.0,2.0,2,0
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TB-U,7.0,7.0,7,0
MTI,FBGA-96UEE,096EEMS006,AMS096EE2001A,TA-2,3.0,1.0,5,22393
MTI,FBGA-96UEE,096EEMS006,AMS096EE2001A,TA-3,0,0,1,14900
MTI,FBGA-96UEF,096EFMS002,AMS096EF2001A,TA,15.0,8.0,15,0
MTI,FBGA-96UEF,096EFMS002,AMS096EF2001A,TB-5P,6.0,5.0,6,0
MTI,TSOP1-48AM,048TWMS046,AMS048TW1037A,TA,9.0,2.0,9,0
MTI,TSOP1-48AM,048TWMS059,AMS048TW1050A,TA,0,0,1,3822
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA,14.0,4.0,14,0
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA-2,0,0,41,182212
MTI,TSOP1-48AM,048TWMS075,AMS048TW1060A,TA,1.0,0,1,0
MTI,TSOP1-48AM,048TWMS080,AMS048TW1065A,TA,1.0,3.0,3,68201
MTI-S,FBGA-78UEP,078EPLW002,ALW078EP1001A,TA-U,1.0,0,1,0
MTI-S,VFBGA132BEU,132NYLW062,ALW132NY4041A,TA,2.0,2.0,2,0
MTI-S,VFBGA152BAL,152N3LW046,ALW152N31017A,TA,1.0,0,1,0
MXIC,DFN-08Y62D,008Y6AW024,AAW008Y62015A,TB-R,0,0,2,8456
MXIC,DFN-08Y62D,008Y6AW024,AAW008Y62015A,TB-U,0,0,2,16733
MXIC,DFN-08Y62D,008Y6AW028,AAW008Y62014A,TB-P,10.0,7.0,20,183146
MXIC,DFN-08Y62D,008Y6AW028,AAW008Y62014A,TB-U,0,0,12,232972
MXIC,DFN-08YM2D,008YMAW020,AAW008YM2004A,TB-P,5.0,2.0,10,148667
MXIC,DFN-08YM2D,008YMAW020,AAW008YM2004A,TB-U,1.0,0,1,0
MXIC,MBGA64J4U,064MRAW029,AAW064MR1009A,TA-2,0,0,7,75053
MXIC,MBGA64J4U,064MRAW030,AAW064MR1008B,TA-2,2.0,1.0,2,0
MXIC,MINIBGA24A4L,024MAAW048,AAW024MA6025A,TA,2.0,1.0,2,0
MXIC,MINIBGA24A4L,024MAAW048,AAW024MA6025A,TA-2,1.0,1.0,8,106651
MXIC,SSLGA16DOU,016D5AW011,AAW016D53004A,TA-2,12.0,10.0,22,74677
MXIC,SSLGA16DOU,016D5AW011,AAW016D53004A,TA-5,4.0,2.0,12,48648
MXIC,SSLGA16DOU,016D5AW011,AAW016D53004A,TA-P,24.0,22.0,24,0
MXIC,SSLGA16DOU,016D5AW011,AAW016D53004A,TB-P,0,0,4,19559
MXIC,SSLGA16DOU,016D5AW020,AAW016D53011A,TA-2,5.0,3.0,5,0
MXIC,SSLGA16DOU,016D5AW020,AAW016D53011A,TA-3,3.0,0,3,0
MXIC,SSLGA16DOU,016D5AW020,AAW016D53011A,TA-5,0,0,13,31414
MXIC,SSLGA16DOU,016D5AW020,AAW016D53011A,TA-P,6.0,5.0,6,0
MXIC,TSOP1-48/48M,048TPAW054,AAW048TP1026E,TA,0,0,11,50149
MXIC,TSOP1-48/48M,048TPAW056,AAW048TP1024D,TA,4.0,2.0,22,131039
MXIC,TSOP1-48/48M,048TPAW056,AAW048TP1024D,TA-3,0,0,3,31146
MXIC,TSOP1-48/48M,048TPAW056,AAW048TP1024D,TA-P,6.0,5.0,6,0
MXIC,TSOP1-48/48M,048TPAW074,AAW048TP1034C,TA-2,1.0,0,1,0
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-2,11.0,25.0,33,132637
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-3,0,6.0,9,62640
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-5,25.0,13.0,25,0
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-2,17.0,12.0,22,7920
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-3,10.0,6.0,12,2404
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-5,33.0,42.0,47,143413
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TB-U,0,32.0,40,115812
MXIC,VFBGA63BAU,063NWAW001,AAW063NW3001B,TA,1.0,1.0,1,0
PHISON,SSBGA153HEV,153XTNV044,ANV153XT8022A,TB-I,2.0,1.0,2,0
PHISON,SSBGA153JAU,153XTNV024,ANV153XT3010A,TA-2,0,0,12,39420
PHISON,STBGA132G4U,132X2NV024,ANV132X25006B,TA-2,13.0,11.0,13,0
PHISON,STBGA153HEV,153XTNV045,ANV153XT8021A,TB-I,1.0,1.0,1,0
PHISON,STBGA169D4V,169XNNV002,ANV169XN6002A,TB-I,0,0,4,20216
PHISON,STBGA169D4V,169XNNV002,ANV169XN6002A,TB-U,10.0,4.0,32,132136
PHISON,STBGA345FAV,345XTNV047,ANV345XTE001A,TB-R,8.0,6.0,8,0
PHISON,uSD08AQV-C,0086ANV167,ANV0086A1062A,TB-P,8.0,2.0,8,0
SCS,STBGA200DDP,200KXUL001,AUL200KX1001A,TA-2,1.0,0,3,6517
WINBOND,DFN-08Y62D,008Y6AB024,AAB008Y62010A,TB-I,0,1.0,4,91442
WINBOND,DFN-08Y62D,008Y6AB024,AAB008Y62010A,TB-P,0,1.0,8,156728
WINBOND,DFN-08Y62D,008Y6AB024,AAB008Y62010A,TB-U,3.0,2.0,3,0
WINBOND,DFN-08Y62D,008Y6AB028,AAB008Y62014A,TB-P,2.0,1.0,2,0
WINBOND,DFN-08Y62D,008Y6AB028,AAB008Y62014A,TB-R,0,0,4,78876
WINBOND,DFN-08YB2G,008YBAB012,AAB008YB2003A,TB-U,3.0,1.0,3,0
WINBOND,DFN-08YB2G,008YBAB016,AAB008YB2007A,TB-P,1.0,1.0,1,0
WINBOND,DFN-08YB2G,008YBAB016,AAB008YB2007A,TB-U,2.0,1.0,2,0
WINBOND,DFN-08YB2G,008YBAB019,AAB008YB2008A,TB-P,1.0,1.0,2,15282
WINBOND,DFN-08YD2A,008YDAB014,AAB008YD2003A,TB-R,8.0,5.0,15,213199
WINBOND,DFN-08YD2A,008YDAB014,AAB008YD2003A,TB-U,0,0,6,85385
WINBOND,DFN-08YM2D,008YMAB047,AAB008YM2025A,TB-P,7.0,6.0,11,354242
WINBOND,DFN-08YM2D,008YMAB048,AAB008YM2023A,TB-IP,3.0,1.0,3,0
WINBOND,DFN-08YM2D,008YMAB048,AAB008YM2023A,TB-P,4.0,4.0,8,206029
WINBOND,DFN-08YM2D,008YMAB052,AAB008YM2020A,TB-P,2.0,1.0,2,0
WINBOND,DFN-08YM2D,008YMAB062,AAB008YM2023A,TB-P,0,0,2,46295
WINBOND,DFN-08YM2D,008YMAB062,AAB008YM2023A,TB-R,0,0,3,80000
WINBOND,DFN-08YM2D,008YMAB062,AAB008YM2023A,TB-U,0,0,7,176000
WINBOND,DFN-08YQ2A,008YQAB021,AAB008YQ2003A,TB-U,2.0,2.0,2,0
WINBOND,FBGA-84UC2H,084UCAB028,AAB084CC9002A,TA,2.0,2.0,2,0
WINBOND,FBGA-84UC2H,084UCAB028,AAB084CC9002A,TB-5P,0,0,4,23503
WINBOND,FBGA60UEM2-1,060EMAB003,AAB060EM2002A,TA-2,8.0,8.0,8,0
WINBOND,FBGA60UEM2-1,060EMAB004,AAB060EM2001A,TA,2.0,2.0,2,0
WINBOND,FBGA60UEM2-1,060EMAB004,AAB060EM2001A,TA-2,0,0,1,7023
WINBOND,FBGA96UEF3-2,096EFAB009,AAB096EF3001A,TA,2.0,1.0,2,0
WINBOND,FBGA96UEL(2),096ELAB015,AAB096EL1002A,TA,20.0,17.0,20,0
WINBOND,FBGA96UEL(2),096ELAB015,AAB096EL1002A,TA-2,0,0,11,98057
WINBOND,FBGA96UEL(2),096ELAB016,AAB096EL1003A,TA,1.0,1.0,1,0
WINBOND,STBGA162B4U,162KEAB004,AAB162KE1002A,TA,1.0,6.0,16,42638
WINBOND,STBGA162B4U,162KEAB004,AAB162KE1002A,TA-2,5.0,4.0,5,0
WINBOND,STBGA162B4U,162KEAB011,AAB162KE1006A,TA-2,3.0,2.0,5,10358
WINBOND,STDFN-08YQ2A,008YQAB085,AAB008YQ2034A,TB-R,1.0,1.0,1,0
WINBOND,STDFN-08YQ2A,008YQAB085,AAB008YQ2034A,TB-U,3.0,1.0,11,82080
WINBOND,STDFN-08YQ2A,008YQAB090,AAB008YQ2039B,TB-R,1.0,1.0,2,14248
WINBOND,STDFN-08YQ2A,008YQAB090,AAB008YQ2039B,TB-U,2.0,1.0,13,101333
WINBOND,TSOP1-48AM,048TWAB012,AAB048TW2006A,TA,4.0,1.0,27,134399
WINBOND,TSOP1-48AM,048TWAB012,AAB048TW2006A,TA-2,0,0,9,60040
WINBOND,TSOP1-48AM2,048TWAB019,AAB048TW2009A,TA-2,0,0,2,5520
WINBOND,TSOP2-54ME,054TNAB029,AAB054TN1004A,TA,2.0,0,2,0
WINBOND,TSOP2-54ME,054TNAB036,AAB054TN1005A,TA,0,0,6,20160
WINBOND,TSOP2-54ME,054TNAB037,AAB054TN1004A,TA,1.0,1.0,15,109078
WINBOND,TSOP2-54ME,054TNAB041,AAB054TN1005A,TA,7.0,4.0,17,46459
WINBOND,TSOP2-66ME,066TNAB040,AAB066TN1004A,TA,2.0,0,4,6906
WINBOND,VFBGA54B4,054NBAB002,AAB054NB2001A,TA,1.0,0,1,0
WINBOND,VFBGA60B4L,060NRAB001,AB060NR1001A,TA,3.0,2.0,3,0
WINBOND,VFBGA60B4L,060NRAB001,AB060NR1001A,TA-3,0,0,8,73642
WINBOND,VFBGA60B4L,060NRAB005,AAB060NR1004B,TA,0,0,2,11144
WINBOND,VFBGA60B4L,060NRAB005,AAB060NR1004B,TA-2,8.0,8.0,8,0
WINBOND,VFBGA60B4L,060NRAB010,AAB060NR1006A,TA,1.0,1.0,1,0
WINBOND,VFBGA90B4L,090NCAB019,AAB090NC4006A,TA,3.0,3.0,4,3809
ZJP,FBGA-84UC(2),084UCYZ002,AYZ084CC2002A,TA,14.0,9.0,14,0
ZJP,FBGA-96UEF,096EFYZ001,AYZ096EF2001A,TA,8.0,8.0,8,0
ZJP,FBGA-96UEF,096EFYZ001,AYZ096EF2001A,TA-2,0,0,6,81254
